year,asylum region,origin region,refugees
1960,Middle Africa,Middle Africa,150000
1961,Eastern Africa,Eastern Africa,94000
1961,Middle Africa,Middle Africa,150000
1961,Middle Africa,Eastern Africa,53000
1961,Western Africa,Western Africa,5000
1962,Eastern Africa,Eastern Africa,94000
1962,Middle Africa,Middle Africa,170000
1962,Middle Africa,Eastern Africa,53000
1962,Western Africa,Western Africa,5000
1963,Eastern Africa,Eastern Africa,100000
1963,Middle Africa,Middle Africa,175000
1963,Middle Africa,Eastern Africa,54000
1963,Middle Africa,Northern Africa,8000
1963,Western Africa,Western Africa,11000
1963,Eastern Africa,Northern Africa,5000
1964,Eastern Africa,Middle Africa,55700
1964,Eastern Africa,Eastern Africa,148300
1964,Middle Africa,Middle Africa,203000
1964,Middle Africa,Northern Africa,8300
1964,Middle Africa,Eastern Africa,28000
1964,Northern Africa,Southern Europe,100
1964,Northern Africa,Western Asia,170
1964,Northern Africa,Eastern Europe,120
1964,Eastern Asia,Eastern Asia,1200000
1964,Southern Asia,Eastern Asia,51000
1964,South-eastern Asia,South-eastern Asia,10000
1964,Western Africa,Western Africa,35000
1964,Eastern Africa,Northern Africa,12000
1965,Eastern Africa,Middle Africa,44000
1965,Eastern Africa,Eastern Africa,150900
1965,Middle Africa,Middle Africa,223000
1965,Middle Africa,Northern Africa,37560
1965,Middle Africa,Eastern Africa,25000
1965,Eastern Asia,Eastern Asia,1330000
1965,Southern Asia,Eastern Asia,52000
1965,South-eastern Asia,South-eastern Asia,15000
1965,Western Africa,Western Africa,55000
1965,Southern Europe,Southern Europe,22550
1965,Southern Europe,Eastern Europe,3270
1965,Eastern Africa,Northern Africa,44000
1966,Eastern Africa,Middle Africa,62600
1966,Eastern Africa,Eastern Africa,156700
1966,Southern Asia,Eastern Asia,55000
1966,Middle Africa,Middle Africa,316000
1966,Middle Africa,Northern Africa,60000
1966,Middle Africa,Eastern Africa,24100
1966,Southern Europe,Southern Europe,11950
1966,Eastern Asia,Eastern Asia,1323810
1966,South-eastern Asia,South-eastern Asia,17000
1966,Western Africa,Western Africa,61350
1966,Southern Europe,Eastern Europe,21240
1966,Eastern Africa,Northern Africa,55000
1966,Eastern Africa,Southern Africa,570
1967,Eastern Africa,Middle Africa,66920
1967,Eastern Africa,Eastern Africa,164180
1967,Middle Africa,Middle Africa,364000
1967,Middle Africa,Northern Africa,61000
1967,Middle Africa,Eastern Africa,24100
1967,Southern Europe,Southern Europe,27680
1967,Southern Asia,Eastern Asia,57180
1967,South-eastern Asia,South-eastern Asia,20000
1967,Eastern Asia,Eastern Asia,74000
1967,Northern Africa,Middle Africa,4400
1967,Northern Africa,Eastern Africa,28600
1967,Western Africa,Western Africa,59820
1967,Southern Europe,Eastern Europe,3270
1967,Eastern Africa,Northern Africa,59990
1967,Eastern Africa,Southern Africa,680
1968,Eastern Africa,Middle Africa,63260
1968,Eastern Africa,Eastern Africa,169890
1968,Southern Africa,Middle Africa,3460
1968,Southern Africa,Western Africa,120
1968,Southern Africa,Southern Africa,400
1968,Middle Africa,Middle Africa,375000
1968,Middle Africa,Northern Africa,84000
1968,Middle Africa,Eastern Africa,39100
1968,Western Asia,Western Asia,4100
1968,Eastern Africa,Northern Africa,91500
1968,Middle Africa,Western Africa,40000
1968,Southern Europe,Southern Europe,25940
1968,Southern Asia,Eastern Asia,62730
1968,South-eastern Asia,South-eastern Asia,22000
1968,Eastern Asia,Eastern Asia,70000
1968,Northern Africa,Middle Africa,7300
1968,Northern Africa,Eastern Africa,31000
1968,Western Africa,Western Africa,57150
1968,Southern Europe,Eastern Europe,3270
1968,Eastern Africa,Southern Africa,1670
1969,Eastern Africa,Middle Africa,53270
1969,Eastern Africa,Eastern Africa,164240
1969,Western Africa,Western Africa,71050
1969,Middle Africa,Middle Africa,403100
1969,Middle Africa,Northern Africa,78900
1969,Middle Africa,Eastern Africa,37000
1969,Western Asia,Western Asia,4100
1969,Eastern Africa,Northern Africa,91500
1969,Southern Europe,Southern Europe,25510
1969,Southern Asia,Eastern Asia,64140
1969,South-eastern Asia,South-eastern Asia,22000
1969,Eastern Asia,Eastern Asia,65000
1969,Northern Africa,Middle Africa,6350
1969,Northern Africa,Eastern Africa,31000
1969,Southern Europe,Eastern Europe,3270
1969,Western Asia,Southern Europe,500
1969,Western Asia,Eastern Europe,180
1969,South America,Caribbean,14500
1969,Eastern Africa,Southern Africa,1130
1970,Eastern Africa,Middle Africa,52490
1970,Eastern Africa,Eastern Africa,178370
1970,Southern Africa,Middle Africa,4210
1970,Middle Africa,Middle Africa,404480
1970,Middle Africa,Northern Africa,77670
1970,Middle Africa,Eastern Africa,33000
1970,Western Asia,Western Asia,200
1970,Eastern Africa,Northern Africa,95290
1970,Southern Europe,Southern Europe,25210
1970,Southern Europe,Eastern Europe,3320
1970,Southern Asia,Eastern Asia,64560
1970,Eastern Africa,Southern Africa,1240
1970,South-eastern Asia,South-eastern Asia,20000
1970,Southern Africa,Southern Africa,120
1970,Eastern Asia,Eastern Asia,66000
1970,Northern Africa,Eastern Europe,520
1970,Northern Africa,Southern Europe,680
1970,Central America,Caribbean,2200
1970,South America,South America,1400
1970,Northern Africa,Middle Africa,6490
1970,Northern Africa,Eastern Africa,54350
1970,Western Africa,Western Africa,67060
1970,Western Asia,Southern Europe,540
1970,Western Asia,Eastern Europe,460
1970,South America,Caribbean,14500
1971,South America,South America,4930
1971,Eastern Africa,Eastern Africa,178790
1971,South America,Caribbean,52300
1971,Southern Africa,Middle Africa,8690
1971,Southern Africa,Southern Africa,390
1971,Middle Africa,Middle Africa,404700
1971,Middle Africa,Northern Africa,73300
1971,Western Africa,Western Africa,80300
1971,Middle Africa,Eastern Africa,24250
1971,Western Asia,Western Asia,570
1971,Northern Africa,Western Asia,3500
1971,Northern Africa,Eastern Africa,55200
1971,Northern Africa,Southern Africa,120
1971,Eastern Africa,Northern Africa,97970
1971,Southern Europe,Southern Europe,1480
1971,Southern Asia,Eastern Asia,64110
1971,Eastern Africa,Southern Africa,1300
1971,Western Africa,Northern Africa,60
1971,Eastern Asia,Eastern Asia,70000
1971,Northern Africa,Eastern Europe,510
1971,Northern Africa,Southern Europe,670
1971,Central America,Caribbean,2200
1971,Northern Africa,Middle Africa,5000
1971,Western Asia,Southern Europe,530
1971,Western Asia,Eastern Europe,490
1971,Eastern Africa,Middle Africa,46170
1971,South-eastern Asia,South-eastern Asia,57000
1972,South America,South America,3730
1972,Eastern Africa,Middle Africa,53000
1972,Eastern Africa,Eastern Africa,288800
1972,South America,Caribbean,14250
1972,Southern Africa,Middle Africa,4300
1972,Southern Africa,Southern Africa,210
1972,Middle Africa,Middle Africa,405000
1972,Middle Africa,Northern Africa,52970
1972,Middle Africa,Eastern Africa,59250
1972,Central America,Caribbean,2820
1972,Western Asia,Western Asia,250
1972,Northern Africa,Western Asia,3500
1972,Northern Africa,Eastern Africa,44640
1972,Northern Africa,Southern Africa,130
1972,Eastern Africa,Northern Africa,75480
1972,Southern Europe,Southern Europe,8520
1972,Southern Asia,Eastern Asia,65680
1972,Eastern Africa,Southern Africa,1450
1972,South-eastern Asia,South-eastern Asia,55700
1972,Eastern Asia,Eastern Asia,75000
1972,Eastern Asia,South-eastern Asia,5000
1972,Northern Africa,Eastern Europe,490
1972,Northern Africa,Southern Europe,650
1972,Northern Africa,Middle Africa,4620
1972,Western Africa,Western Africa,82000
1972,Western Asia,Southern Europe,520
1972,Western Asia,Eastern Europe,510
1973,Eastern Africa,Eastern Africa,307040
1973,Southern Africa,Middle Africa,4300
1973,Southern Africa,Southern Africa,330
1973,Middle Africa,Middle Africa,405000
1973,Middle Africa,Northern Africa,2000
1973,Middle Africa,Eastern Africa,60050
1973,Eastern Africa,Northern Africa,11050
1973,Southern Europe,Southern Europe,7600
1973,Southern Asia,Eastern Asia,66840
1973,Eastern Africa,Southern Africa,4020
1973,Northern Africa,Eastern Europe,360
1973,Northern Africa,Southern Europe,390
1973,Northern Africa,Middle Africa,4600
1973,Northern Africa,Eastern Africa,46300
1973,Western Africa,Western Africa,84000
1973,Western Asia,Southern Europe,520
1973,Western Asia,Eastern Europe,510
1973,Eastern Africa,Middle Africa,57530
1973,South-eastern Asia,South-eastern Asia,35000
1974,South America,South America,16700
1974,Eastern Africa,Eastern Africa,334830
1974,Southern Africa,Middle Africa,2210
1974,Southern Africa,Southern Africa,460
1974,Middle Africa,Middle Africa,460000
1974,Middle Africa,Eastern Africa,52300
1974,Central America,South America,200
1974,Caribbean,South America,1300
1974,Caribbean,Caribbean,1000
1974,Eastern Africa,Northern Africa,11770
1974,Southern Europe,Southern Europe,580
1974,South America,Caribbean,800
1974,Southern Asia,Eastern Asia,68000
1974,Eastern Africa,Southern Africa,4450
1974,Northern Africa,Eastern Europe,280
1974,Northern Africa,Southern Europe,210
1974,Central America,Caribbean,800
1974,Northern Africa,Middle Africa,4500
1974,Northern Africa,Eastern Africa,49200
1974,Western Africa,Western Africa,90000
1974,Western Asia,Southern Europe,500
1974,Western Asia,Eastern Europe,440
1974,Eastern Africa,Middle Africa,60500
1975,South America,South America,15660
1975,Eastern Africa,Eastern Africa,352220
1975,Southern Africa,Middle Africa,1790
1975,Southern Africa,Southern Africa,720
1975,Southern Africa,Eastern Africa,80
1975,Western Africa,Western Africa,346000
1975,Middle Africa,Middle Africa,555000
1975,Middle Africa,Eastern Africa,49050
1975,Northern Africa,South America,350
1975,Northern Africa,Northern Africa,20000
1975,Eastern Africa,Northern Africa,11000
1975,Southern Europe,Southern Europe,510
1975,Eastern Africa,Southern Africa,4920
1975,Northern Africa,Eastern Europe,250
1975,Northern Africa,Southern Europe,140
1975,Southern Asia,Eastern Asia,8200
1975,South-eastern Asia,South-eastern Asia,76450
1975,Northern Africa,Middle Africa,4500
1975,Northern Africa,Eastern Africa,91000
1975,Western Asia,Southern Europe,500
1975,Western Asia,Eastern Europe,440
1975,Eastern Africa,Middle Africa,65060
1976,Middle Africa,Middle Africa,566340
1976,Middle Africa,Southern Africa,5000
1976,South America,South America,3130
1976,Eastern Africa,Eastern Africa,320260
1976,Southern Africa,Middle Africa,120
1976,Southern Africa,Southern Africa,2320
1976,Southern Africa,Eastern Africa,1100
1976,Western Africa,Western Africa,537100
1976,Middle Africa,Eastern Africa,43470
1976,Northern Africa,South America,760
1976,Northern Africa,Northern Africa,35000
1976,Northern Africa,Southern Europe,510
1976,Northern Africa,Western Asia,3200
1976,Eastern Africa,Northern Africa,10600
1976,Southern Europe,Southern Europe,450
1976,Eastern Africa,Southern Africa,3830
1976,South-eastern Asia,South-eastern Asia,83920
1976,Northern Africa,Eastern Europe,160
1976,Western Africa,Southern Africa,50
1976,Southern Asia,Eastern Asia,8300
1976,Northern Africa,Middle Africa,4500
1976,Northern Africa,Eastern Africa,105600
1976,Eastern Africa,Middle Africa,62300
1977,Middle Africa,Middle Africa,845000
1977,Middle Africa,Southern Africa,10000
1977,Western Asia,Eastern Africa,390
1977,Eastern Africa,Eastern Africa,886210
1977,Southern Africa,Middle Africa,130
1977,Southern Africa,Southern Africa,1745
1977,Southern Africa,Eastern Africa,4000
1977,Middle Africa,Eastern Africa,29300
1977,Western Asia,Western Asia,700
1977,Northern Africa,South America,2000
1977,Northern Africa,Northern Africa,50000
1977,Northern Africa,Western Asia,510
1977,Northern Africa,Eastern Africa,146030
1977,Northern Africa,Eastern Europe,50
1977,Northern Africa,Southern Africa,70
1977,Eastern Africa,Northern Africa,10850
1977,Western Africa,Southern Africa,260
1977,Southern Europe,Southern Europe,2410
1977,Eastern Asia,South-eastern Asia,600
1977,Eastern Africa,Southern Africa,3340
1977,South-eastern Asia,South-eastern Asia,254460
1977,Western Africa,Western Africa,8000
1977,Southern Asia,Eastern Asia,8400
1977,Eastern Europe,South America,1000
1977,Northern Africa,Middle Africa,4500
1977,Eastern Africa,Middle Africa,65140
1978,Middle Africa,Middle Africa,820700
1978,Middle Africa,Southern Africa,31000
1978,Western Asia,Eastern Africa,520
1978,Eastern Africa,Middle Africa,62260
1978,Eastern Africa,Eastern Africa,1066470
1978,Southern Asia,South-eastern Asia,160000
1978,Southern Africa,Middle Africa,210
1978,Southern Africa,Southern Africa,2290
1978,Southern Africa,Eastern Africa,17760
1978,South America,Southern Europe,80
1978,Middle Africa,Eastern Africa,33000
1978,Central America,Central America,140800
1978,Caribbean,Central America,4000
1978,Caribbean,Caribbean,300
1978,Northern Africa,South America,2000
1978,Northern Africa,Northern Africa,50000
1978,Northern Africa,Western Asia,480
1978,Northern Africa,Eastern Africa,266100
1978,Eastern Africa,Northern Africa,10850
1978,Middle Africa,Western Africa,200
1978,Western Africa,Southern Africa,50
1978,Southern Europe,Southern Europe,1990
1978,Eastern Asia,South-eastern Asia,56390
1978,South-eastern Asia,South-eastern Asia,434920
1978,Eastern Africa,Southern Africa,6420
1978,Western Asia,Northern Africa,50
1978,Western Asia,Western Asia,15560
1978,Northern Africa,Eastern Europe,150
1978,Southern Asia,Eastern Asia,8500
1978,Central America,Caribbean,50
1978,South-eastern Asia,Southern Europe,4000
1978,Melanesia,South-eastern Asia,1000
1978,Eastern Europe,South America,1000
1978,Northern Africa,Middle Africa,4500
1978,Western Africa,Western Africa,5000
1978,Southern Europe,South America,130
1978,Western Asia,Southern Europe,490
1978,Western Asia,Eastern Europe,420
1979,Middle Africa,Middle Africa,705700
1979,Middle Africa,Southern Africa,36000
1979,Western Asia,Eastern Africa,107770
1979,Eastern Africa,Middle Africa,61950
1979,Eastern Africa,Eastern Africa,1679980
1979,Southern Africa,Middle Africa,280
1979,Southern Africa,Southern Africa,5980
1979,Southern Africa,Eastern Africa,22780
1979,Eastern Asia,South-eastern Asia,310620
1979,Middle Africa,Eastern Africa,83780
1979,Central America,Caribbean,3560
1979,Central America,Central America,16600
1979,Caribbean,Caribbean,3300
1979,Northern Africa,South America,2000
1979,Northern Africa,Northern Africa,50000
1979,Northern Africa,Western Asia,460
1979,Northern Africa,Eastern Africa,346920
1979,Eastern Africa,Northern Africa,10850
1979,Middle Africa,Western Africa,200
1979,Western Africa,Southern Africa,190
1979,Southern Europe,Southern Europe,1970
1979,South-eastern Asia,South-eastern Asia,349110
1979,Southern Asia,Southern Asia,500000
1979,Southern Asia,Western Asia,30000
1979,Southern Asia,Eastern Africa,100
1979,Eastern Africa,Southern Africa,5850
1979,Western Asia,Western Asia,16800
1979,Western Africa,Eastern Africa,110
1979,Southern Asia,Eastern Asia,8600
1979,South America,South-eastern Asia,5430
1979,Melanesia,South-eastern Asia,1000
1979,Eastern Europe,South America,1000
1979,Northern Africa,Middle Africa,5500
1979,Western Africa,Western Africa,5000
1979,Southern Europe,South America,130
1980,Middle Africa,Middle Africa,601700
1980,Middle Africa,Southern Africa,55000
1980,Western Asia,Southern Asia,6500
1980,Western Asia,Eastern Africa,108950
1980,Eastern Africa,Middle Africa,113750
1980,Eastern Africa,Eastern Africa,2473030
1980,Central America,Central America,93340
1980,Southern Africa,Middle Africa,330
1980,Southern Africa,Southern Africa,15660
1980,Southern Africa,Eastern Africa,160
1980,Eastern Asia,South-eastern Asia,292380
1980,Middle Africa,Eastern Africa,184210
1980,Central America,Caribbean,700
1980,Caribbean,Caribbean,3800
1980,Northern Africa,Northern Africa,50000
1980,Northern Africa,Eastern Africa,484850
1980,Southern Europe,Caribbean,504
1980,Eastern Africa,Northern Africa,10850
1980,Southern Europe,Southern Europe,2296
1980,South-eastern Asia,South-eastern Asia,437530
1980,Southern Asia,Southern Asia,1728230
1980,Southern Asia,Western Asia,30000
1980,Southern Europe,Southern Asia,239
1980,Southern Europe,South America,572
1980,Southern Europe,Western Asia,134
1980,Southern Europe,Eastern Africa,409
1980,Southern Europe,Eastern Europe,13499
1980,Southern Europe,Eastern Asia,24
1980,Southern Europe,Middle Africa,7
1980,Southern Europe,Northern Africa,213
1980,Southern Europe,Western Africa,4
1980,Southern Europe,South-eastern Asia,2617
1980,Southern Europe,Northern Europe,1
1980,Eastern Africa,Southern Africa,9280
1980,Western Asia,Western Asia,16800
1980,Northern Africa,Eastern Europe,50
1980,Western Africa,Middle Africa,100000
1980,Southern Asia,Eastern Asia,8700
1980,South America,South America,170
1980,South America,Caribbean,490
1980,Melanesia,South-eastern Asia,1000
1980,Eastern Europe,South America,1000
1980,Northern Africa,Middle Africa,9000
1980,Western Africa,Western Africa,5000
1981,Middle Africa,Middle Africa,602790
1981,Middle Africa,Southern Africa,75090
1981,Western Asia,Southern Asia,1500
1981,Western Asia,Eastern Africa,75700
1981,Eastern Africa,Middle Africa,126290
1981,Eastern Africa,Eastern Africa,1176130
1981,Central America,Central America,309220
1981,Southern Africa,Middle Africa,530
1981,Southern Africa,Southern Africa,17680
1981,Southern Africa,Eastern Africa,190
1981,Eastern Asia,South-eastern Asia,282320
1981,Middle Africa,Eastern Africa,149540
1981,Central America,Caribbean,2700
1981,Caribbean,Caribbean,5000
1981,Northern Africa,Northern Africa,165000
1981,South America,South America,540
1981,Eastern Africa,Northern Africa,5350
1981,Western Africa,Middle Africa,84680
1981,Southern Europe,Southern Europe,2217
1981,South-eastern Asia,South-eastern Asia,342570
1981,Southern Asia,Southern Asia,3878740
1981,Southern Asia,Western Asia,65000
1981,Southern Europe,Southern Asia,547
1981,Southern Europe,South America,563
1981,Southern Europe,Western Asia,227
1981,Southern Europe,Eastern Africa,567
1981,Southern Europe,Eastern Europe,14328
1981,Southern Europe,Eastern Asia,24
1981,Southern Europe,Middle Africa,7
1981,Southern Europe,Caribbean,4
1981,Southern Europe,Northern Africa,237
1981,Southern Europe,Western Africa,4
1981,Southern Europe,South-eastern Asia,2725
1981,Southern Europe,Northern Europe,1
1981,Eastern Africa,Southern Africa,6730
1981,Western Asia,Western Asia,2200
1981,Southern Asia,Eastern Asia,8800
1981,Melanesia,South-eastern Asia,150
1981,Eastern Europe,South America,1000
1981,Northern Africa,Middle Africa,14000
1981,Northern Africa,Eastern Africa,539000
1981,Western Africa,Western Africa,4000
1982,Middle Africa,Middle Africa,458510
1982,Middle Africa,Southern Africa,76310
1982,Western Asia,Southern Asia,6920
1982,Western Asia,Eastern Africa,65810
1982,Eastern Africa,Middle Africa,138840
1982,Eastern Africa,Eastern Africa,1279700
1982,Central America,Central America,297860
1982,Eastern Asia,South-eastern Asia,289970
1982,Middle Africa,Eastern Africa,83200
1982,Caribbean,Caribbean,5000
1982,Northern Africa,Northern Africa,165000
1982,South America,South America,150
1982,South America,Caribbean,650
1982,Northern Africa,Western Asia,400
1982,Northern Africa,Eastern Africa,634800
1982,Eastern Africa,Northern Africa,5350
1982,Southern Europe,Eastern Europe,14920
1982,Southern Europe,Southern Europe,2124
1982,Southern Europe,Southern Asia,1015
1982,Southern Europe,Western Asia,2584
1982,Southern Europe,South-eastern Asia,2979
1982,South-eastern Asia,South-eastern Asia,326380
1982,Southern Asia,Southern Asia,4482390
1982,Southern Asia,Eastern Africa,60
1982,Southern Asia,Western Asia,100000
1982,Southern Europe,Middle Africa,13
1982,Southern Europe,South America,553
1982,Southern Europe,Eastern Africa,697
1982,Southern Europe,Eastern Asia,24
1982,Southern Europe,Caribbean,4
1982,Southern Europe,Northern Africa,271
1982,Southern Europe,Western Africa,4
1982,Southern Europe,Northern Europe,1
1982,Eastern Asia,Eastern Asia,80
1982,Eastern Africa,Southern Africa,8620
1982,Western Asia,Western Asia,24710
1982,Southern Africa,Southern Africa,18500
1982,Northern Africa,Southern Europe,50
1982,Northern Africa,Eastern Europe,60
1982,Central America,South America,2700
1982,Western Africa,Western Africa,5360
1982,Western Africa,Southern Asia,80
1982,Western Africa,Southern Africa,170
1982,Western Africa,Middle Africa,4000
1982,Southern Asia,Eastern Asia,9800
1982,South America,Southern Asia,50
1982,South-eastern Asia,Southern Asia,240
1982,Melanesia,South-eastern Asia,2200
1982,Eastern Europe,South America,1000
1982,Northern Africa,Middle Africa,7000
1983,Middle Africa,Middle Africa,246800
1983,Middle Africa,Southern Africa,76220
1983,Western Asia,Southern Asia,8180
1983,Western Asia,Eastern Africa,68090
1983,Eastern Africa,Middle Africa,159600
1983,Eastern Africa,Eastern Africa,1308030
1983,Central America,Central America,309860
1983,Southern Africa,Southern Africa,18730
1983,Southern Africa,Eastern Africa,3200
1983,Eastern Asia,South-eastern Asia,294950
1983,Western Africa,Western Africa,6940
1983,Western Africa,Southern Asia,150
1983,Western Africa,South-eastern Asia,120
1983,Middle Africa,Eastern Africa,88200
1983,South America,Central America,60
1983,Caribbean,Caribbean,5000
1983,Northern Africa,Northern Africa,165000
1983,Northern Africa,Southern Europe,600
1983,South America,Caribbean,1150
1983,Eastern Africa,Northern Africa,31000
1983,Southern Europe,Eastern Africa,913
1983,Southern Europe,Southern Europe,2049
1983,Southern Europe,Southern Asia,1443
1983,Southern Europe,Western Asia,2693
1983,Southern Europe,Eastern Europe,14681
1983,Southern Europe,South-eastern Asia,3187
1983,South-eastern Asia,South-eastern Asia,306300
1983,Southern Asia,Southern Asia,4708220
1983,Southern Asia,Eastern Africa,60
1983,Southern Asia,Western Asia,100000
1983,Southern Europe,Middle Africa,32
1983,Southern Europe,South America,567
1983,Southern Europe,Eastern Asia,24
1983,Southern Europe,Caribbean,5
1983,Southern Europe,Northern Africa,292
1983,Southern Europe,Western Africa,20
1983,Southern Europe,Northern Europe,1
1983,Southern Europe,Southern Africa,2
1983,Western Asia,Western Asia,38810
1983,Northern Africa,Eastern Europe,50
1983,Eastern Africa,South America,300
1983,Eastern Africa,Southern Africa,14460
1983,Western Africa,Eastern Africa,50
1983,Western Africa,Southern Africa,220
1983,Western Africa,Middle Africa,4000
1983,Southern Asia,Eastern Asia,10800
1983,South America,Southern Asia,60
1983,South-eastern Asia,Southern Asia,260
1983,Melanesia,South-eastern Asia,1230
1983,Eastern Europe,South America,1000
1983,Northern Africa,Middle Africa,6000
1983,Northern Africa,Eastern Africa,684000
1983,Western Asia,Eastern Europe,70
1984,Middle Africa,Middle Africa,351510
1984,Middle Africa,Southern Africa,79000
1984,Western Asia,Southern Asia,13300
1984,Western Asia,Eastern Africa,112710
1984,Eastern Africa,Middle Africa,151310
1984,Eastern Africa,Eastern Africa,1351290
1984,Western Africa,Middle Africa,4750
1984,Central America,Central America,325830
1984,South America,South America,140
1984,South America,South-eastern Asia,140
1984,Southern Africa,Middle Africa,70
1984,Southern Africa,Southern Africa,19910
1984,Southern Africa,Eastern Africa,4780
1984,Eastern Asia,South-eastern Asia,296297
1984,Western Africa,Western Africa,7230
1984,Western Africa,Southern Asia,150
1984,Western Africa,South-eastern Asia,180
1984,Middle Africa,Eastern Africa,53080
1984,South America,Central America,70
1984,Central America,Caribbean,110
1984,Caribbean,Caribbean,5130
1984,Northern Africa,Northern Africa,165000
1984,South America,Caribbean,1550
1984,Eastern Africa,Northern Africa,180000
1984,Southern Europe,Eastern Europe,14602
1984,Southern Europe,Eastern Africa,1215
1984,Southern Europe,Southern Europe,1929
1984,Southern Europe,Southern Asia,2036
1984,Southern Europe,Western Asia,2770
1984,Southern Europe,South-eastern Asia,3389
1984,South-eastern Asia,South-eastern Asia,287230
1984,Southern Asia,Southern Asia,4407100
1984,Northern Europe,South America,60
1984,Southern Asia,Western Asia,100000
1984,Southern Europe,Middle Africa,46
1984,Southern Europe,South America,315
1984,Southern Europe,Eastern Asia,24
1984,Southern Europe,Caribbean,7
1984,Southern Europe,Northern Africa,309
1984,Southern Europe,Western Africa,106
1984,Southern Europe,Northern Europe,1
1984,Southern Europe,Southern Africa,2
1984,Eastern Asia,Southern Asia,50
1984,Western Asia,Western Asia,30920
1984,Western Africa,Northern Africa,60
1984,Northern Africa,Southern Europe,60
1984,Eastern Africa,South America,250
1984,Eastern Africa,South-eastern Asia,70
1984,Eastern Africa,Southern Africa,17020
1984,Southern Asia,Eastern Asia,11800
1984,South America,Southern Asia,60
1984,South-eastern Asia,Southern Asia,200
1984,Melanesia,South-eastern Asia,10950
1984,Eastern Europe,South America,1000
1984,Northern Africa,Middle Africa,126000
1984,Northern Africa,Eastern Africa,845000
1984,Western Africa,Southern Africa,180
1985,Middle Africa,Middle Africa,334250
1985,Middle Africa,Southern Africa,78400
1985,Western Asia,Southern Asia,99470
1985,Western Asia,Eastern Africa,133150
1985,Western Asia,Western Asia,66110
1985,Eastern Africa,Middle Africa,144930
1985,Eastern Africa,Eastern Africa,1494740
1985,Western Africa,Middle Africa,8670
1985,Central America,Central America,285880
1985,South America,South America,1390
1985,South America,Central America,260
1985,South America,South-eastern Asia,90
1985,Southern Africa,Middle Africa,120
1985,Southern Africa,Southern Africa,18960
1985,Southern Africa,Eastern Africa,7750
1985,Middle Africa,Northern Africa,850
1985,Eastern Asia,South-eastern Asia,294077
1985,Western Africa,Western Africa,8520
1985,Western Africa,Southern Asia,310
1985,Western Africa,South-eastern Asia,200
1985,Middle Africa,Eastern Africa,38000
1985,Caribbean,South America,800
1985,Caribbean,Caribbean,6000
1985,Northern Africa,South America,100
1985,Northern Africa,Northern Africa,165000
1985,Northern Africa,Western Asia,2000
1985,South America,Caribbean,1970
1985,Northern Africa,Eastern Africa,1036640
1985,Eastern Africa,Northern Africa,180000
1985,Southern Europe,Eastern Europe,17044
1985,Southern Europe,Eastern Africa,1530
1985,Southern Europe,Southern Asia,2569
1985,Southern Europe,Western Asia,2021
1985,Southern Europe,South-eastern Asia,3441
1985,South-eastern Asia,South-eastern Asia,285630
1985,Southern Asia,Southern Asia,4638970
1985,Southern Asia,Western Asia,400000
1985,Southern Europe,Middle Africa,55
1985,Southern Europe,Southern Europe,1680
1985,Southern Europe,South America,355
1985,Southern Europe,Eastern Asia,24
1985,Southern Europe,Caribbean,7
1985,Southern Europe,Northern Africa,349
1985,Southern Europe,Western Africa,124
1985,Southern Europe,Northern Europe,1
1985,Southern Europe,Southern Africa,6
1985,Southern Europe,Central America,4
1985,Eastern Africa,Southern Africa,17380
1985,Northern Africa,Southern Europe,60
1985,Eastern Africa,South America,190
1985,Eastern Africa,South-eastern Asia,50
1985,Western Africa,Eastern Africa,60
1985,Western Africa,Southern Africa,280
1985,Southern Asia,Eastern Asia,12800
1985,South America,Southern Asia,60
1985,South-eastern Asia,Eastern Asia,100
1985,South-eastern Asia,Southern Asia,220
1985,Melanesia,South-eastern Asia,11750
1985,Northern Africa,Middle Africa,128000
1986,Middle Africa,Middle Africa,342120
1986,Middle Africa,Southern Africa,79100
1986,South America,South America,2150
1986,Eastern Africa,Middle Africa,172100
1986,Eastern Africa,Eastern Africa,1496470
1986,Western Africa,Middle Africa,7900
1986,Central America,Central America,292110
1986,South America,Central America,120
1986,South America,South-eastern Asia,90
1986,Southern Africa,Middle Africa,170
1986,Southern Africa,Southern Africa,19060
1986,Southern Africa,Eastern Africa,8450
1986,Eastern Asia,South-eastern Asia,295406
1986,Western Africa,Western Africa,8140
1986,Western Africa,Southern Asia,290
1986,Western Africa,South-eastern Asia,250
1986,Middle Africa,Eastern Africa,35290
1986,Caribbean,Caribbean,4980
1986,Northern Africa,South America,80
1986,Northern Africa,Northern Africa,165000
1986,Northern Africa,Western Asia,2200
1986,South America,Caribbean,820
1986,South America,Southern Asia,120
1986,Northern Africa,Eastern Africa,874850
1986,Eastern Africa,Northern Africa,132680
1986,Western Africa,Southern Africa,340
1986,Southern Europe,Eastern Africa,1713
1986,Southern Europe,Southern Asia,3270
1986,Southern Europe,Western Asia,1647
1986,Southern Europe,Eastern Europe,13304
1986,Southern Europe,South-eastern Asia,3574
1986,South-eastern Asia,South-eastern Asia,263410
1986,Southern Asia,Southern Asia,5078450
1986,Southern Asia,Western Asia,400000
1986,Western Asia,Southern Asia,100200
1986,Western Asia,Eastern Africa,139500
1986,Southern Europe,Middle Africa,55
1986,Southern Europe,Southern Europe,163
1986,Southern Europe,South America,217
1986,Southern Europe,Eastern Asia,24
1986,Southern Europe,Caribbean,7
